Nº,Desc. nacionalidade,A/S curricular aluno,Sexo (M/F),Desc. tipos aluno,Cód. curso,Nome curso,Área Científica,Empregabilidade,Ano lectivo ingresso,Candidatos - Formade Ingresso 1.º ano 1.ª vez,Nota de Ingresso,Ano Nascimento,Idade neste ano letivo,Ano conclusão habilitação anterior,Classificação habilitação anterior,Desc. habilitação anterior,Desc. regime frequência,Bolsa DGES,Concelho,Km Distância ISEC Lisboa - Concelho Morada Indicada pelo estudante,Desc. habilitação literária mãe,Desc. habilitação literária pai,Desc. profissão mãe,Desc. profissão pai,Desc. situação profissional mãe,Desc. situação profissional pai,Desc. situação profissional (aluno),Desc. grupo profissional (aluno),ECTS (aprovados),ECTS (inscrito),% de ECTS feitos face inscritos,Média UC Realizadas,Diplomou-se até 2022 (Curso),Diplomou-se até 2022 (Data),Abandono?
20180267,Portuguesa,2,F,Normal,9073,Design e Produção Gráfica,214 – Design,97.90%,202122,J - Licenciatura - Titulares de diploma de curso técnico superior profissional - CTeSP do ISEC Lisboa,16.40,1998,23,2020,15,Titulares de diploma de CTeSP,Diurno (horário não vinculativo),sim,Loures,10.10,12.º ano de escolaridade,4.º ano de escolaridade (antiga 4.ª classe),Não Responde,Não Responde,Trabalha por conta de outrém,Reformado/a,"Aluno, estudante",Desconhecido/não sabe,44,44,100%,15.95,Não,Não,renovou no ano seguinte
20180476,Portuguesa,2,F,Normal,9073,Design e Produção Gráfica,214 – Design,97.90%,202122,J - Licenciatura - Titulares de diploma de curso técnico superior profissional - CTeSP do ISEC Lisboa,16.05,1998,23,2020,15,Titulares de diploma de CTeSP,Diurno (horário não vinculativo),sim,Vila Franca de Xira,34.40,Ensino médio,Ensino médio,Operadores de instalações fixas e máquinas,Outra situação,Trabalha por conta de outrém,Outra Situação,Trabalha por conta de outrém,Outra situação,5,46,11%,10.00,Não,Não,Não renovou
20190257,Portuguesa,2,M,Normal,9073,Design e Produção Gráfica,214 – Design,97.90%,202122,J - Licenciatura - Titulares de diploma de curso técnico superior profissional - CTeSP do ISEC Lisboa,17.65,1999,22,2021,18,Titulares de diploma de CTeSP,Diurno (horário não vinculativo),sim,Peniche,97.40,12.º ano de escolaridade,6º ano de escol.(antigo 2ºano lic./ciclo prepara.),Não Responde,Não Responde,Domestica/o,Trabalha por conta de outrém,"Aluno, estudante",Desconhecido/não sabe,62,62,100%,17.03,Não,Não,renovou no ano seguinte
20190289,Portuguesa,2,F,Normal,9073,Design e Produção Gráfica,214 – Design,97.90%,202122,J - Licenciatura - Titulares de diploma de curso técnico superior profissional - CTeSP do ISEC Lisboa,15.35,2000,21,2021,15,Titulares de diploma de CTeSP,Diurno (horário não vinculativo),Não,Viana do Alentejo,165.00,12.º ano de escolaridade,Outra,Não Responde,Não Responde,Trabalha por conta de outrém,Trabalha no negócio de familia,"Aluno, estudante",Desconhecido/não sabe,44,44,100%,15.23,Não,Não,renovou no ano seguinte
20180469,Portuguesa,2,M,Trabalhador Estudante,9073,Design e Produção Gráfica,214 – Design,97.90%,202122,J - Licenciatura - Titulares de diploma de curso técnico superior profissional - CTeSP do ISEC Lisboa,13.35,1999,22,2021,13,Titulares de diploma de CTeSP,Diurno (horário não vinculativo),Não,Seixal,27.80,12.º ano de escolaridade,Titulares de diploma de CTeSP,Outro pessoal de apoio de tipo administrativo,Operadores de instalações fixas e máquinas,Desconhecida /Não Tem,Desconhecida /Não Tem,Desempregado/a,Técnicos das tecnologias de informação e comunicação,0,48,0%,0.00,Não,Não,renovou no ano seguinte
20190198,Portuguesa,2,M,Normal,9073,Design e Produção Gráfica,214 – Design,97.90%,202122,J - Licenciatura - Titulares de diploma de curso técnico superior profissional - CTeSP do ISEC Lisboa,13.70,2001,20,2021,13,Titulares de diploma de CTeSP,Diurno (horário não vinculativo),Não,Vila Franca de Xira,34.40,Ensino médio,Ensino médio,"Empregados de escritório, secretários em geral e operadores de processamento de dados","Técnicos e profissões das ciências e engenharia, de nível intermédio",Desconhecida /Não Tem,Desconhecida /Não Tem,Desempregado/a,Assistentes na preparação de refeições,35,54,65%,11.34,Não,Não,renovou no ano seguinte
20190435,Portuguesa,2,M,Normal,9073,Design e Produção Gráfica,214 – Design,97.90%,202122,J - Licenciatura - Titulares de diploma de curso técnico superior profissional - CTeSP do ISEC Lisboa,15.70,1999,22,2021,15,Titulares de diploma de CTeSP,Diurno (horário não vinculativo),Não,Cascais,35.30,12.º ano de escolaridade,12.º ano de escolaridade,"Operadores de dados, de contabilidade, estatística, de serviços financeiros e relacionados com o registo",Outra situação,Trabalha por conta de outrém,Trabalha por conta de outrém,"Aluno, estudante",Outra situação,62,62,100%,15.48,Não,Não,renovou no ano seguinte
20190129,Portuguesa,2,F,Trabalhador Estudante,9073,Design e Produção Gráfica,214 – Design,97.90%,202122,J - Licenciatura - Titulares de diploma de curso técnico superior profissional - CTeSP do ISEC Lisboa,17.65,1996,25,2021,18,Titulares de diploma de CTeSP,Diurno (horário não vinculativo),Não,Sintra,32.10,4.º ano de escolaridade (antiga 4.ª classe),4.º ano de escolaridade (antiga 4.ª classe),Outra situação,Outra situação,Trabalha por conta de outrém,Trabalha por conta de outrém,Trabalha por conta de outrém,Outro pessoal de apoio de tipo administrativo,48,48,100%,17.94,Não,Não,renovou no ano seguinte
20190286,Portuguesa,2,M,Normal,9073,Design e Produção Gráfica,214 – Design,97.90%,202122,J - Licenciatura - Titulares de diploma de curso técnico superior profissional - CTeSP do ISEC Lisboa,14.70,2001,20,2021,14,Titulares de diploma de CTeSP,Diurno (horário não vinculativo),Não,Lisboa,0.00,Não Responde,Não Responde,Não Responde,Não Responde,Desconhecida /Não Tem,Desconhecida /Não Tem,"Aluno, estudante",Outra situação,48,48,100%,12.17,Não,Não,renovou no ano seguinte
20190045,Portuguesa,2,M,Trabalhador Estudante,9073,Design e Produção Gráfica,214 – Design,97.90%,202122,J - Licenciatura - Titulares de diploma de curso técnico superior profissional - CTeSP do ISEC Lisboa,16.35,1999,22,2021,16,Titulares de diploma de CTeSP,Diurno (horário não vinculativo),Não,Lisboa,0.00,Não Responde,Não Responde,Não Responde,Não Responde,Desconhecida /Não Tem,Desconhecida /Não Tem,Trabalha por conta própria - independente (sem empregados),Técnicos e Profissionais de Nível Intermédio,5,48,10%,10.00,Não,Não,Não renovou
20190316,Portuguesa,2,M,Normal,9073,Design e Produção Gráfica,214 – Design,97.90%,202122,J - Licenciatura - Titulares de diploma de curso técnico superior profissional - CTeSP do ISEC Lisboa,15.05,2001,20,2021,14,Titulares de diploma de CTeSP,Diurno (horário não vinculativo),Não,Setúbal,54.70,Não Responde,Não Responde,Não Responde,Não Responde,Desconhecida /Não Tem,Desconhecida /Não Tem,"Aluno, estudante",Outra situação,45,45,100%,13.89,Não,Não,renovou no ano seguinte
20210659,Portuguesa,2,M,Normal,9073,Design e Produção Gráfica,214 – Design,97.90%,202122,K - Licenciatura - Titulares de diploma de curso técnico superior profissional - CTeSP de outro estabelecimento,16.70,2000,21,2021,16,Titulares de diploma de CTeSP,Diurno (horário não vinculativo),sim,Alcochete,34.50,Licenciatura,Licenciatura,Não Responde,Não Responde,Trabalha por conta de outrém,"Aluno, estudante","Aluno, estudante",Desconhecido/não sabe,55,55,100%,14.60,Não,Não,renovou no ano seguinte
20130310,Portuguesa,3,F,Normal,9073,Design e Produção Gráfica,214 – Design,97.90%,202122,J - Licenciatura - Titulares de diploma de curso técnico superior profissional - CTeSP do ISEC Lisboa,16.40,1995,26,2018,15,Titulares de diploma de CTeSP,Diurno (horário não vinculativo),Não,Odivelas,7.40,Licenciatura,12.º ano de escolaridade,"Especialistas das ciências físicas, matemáticas, engenharias e técnicas afins",Técnicos das tecnologias de informação e comunicação,Trabalha por conta de outrém,Trabalha por conta de outrém,"Aluno, estudante",Outra situação,42,42,100%,17.00,Não,Não,renovou no ano seguinte
20180379,Portuguesa,3,M,Normal,9073,Design e Produção Gráfica,214 – Design,97.90%,202122,J - Licenciatura - Titulares de diploma de curso técnico superior profissional - CTeSP do ISEC Lisboa,15.75,1998,23,2021,14,Titulares de diploma de CTeSP,Diurno (horário não vinculativo),Não,Vila Franca de Xira,34.40,12.º ano de escolaridade,12.º ano de escolaridade,"Operadores de dados, de contabilidade, estatística, de serviços financeiros e relacionados com o registo","Operadores de dados, de contabilidade, estatística, de serviços financeiros e relacionados com o registo",Desconhecida /Não Tem,Desconhecida /Não Tem,Trabalha por conta própria - independente (sem empregados),Pessoal de apoio directo a clientes,22,35,63%,11.09,Não,Não,renovou no ano seguinte
20210002,Portuguesa,1,F,Trabalhador Estudante,9853,Educação Básica,140 – Formação de Professores/Formadores e Ciências da Educação,99.50%,202122,N - Licenciatura - Titulares de diploma de vias profissionalizantes (dupla certificação),14.02,1998,23,2020,15,12.º ano de escolaridade,Diurno (horário não vinculativo),Não,Vila Franca de Xira,34.40,4.º ano de escolaridade (antiga 4.ª classe),9º ano de esco(antigo 5º ano liceal/ensino técni.),Não Responde,Não Responde,Domestica/o,Trabalha por conta de outrém,Trabalha por conta de outrém,Trabalhadores dos cuidados pessoais e similares,47,60,78%,12.28,Não,Não,renovou no ano seguinte
20210018,Portuguesa,1,F,Trabalhador Estudante,9853,Educação Básica,140 – Formação de Professores/Formadores e Ciências da Educação,99.50%,202122,N - Licenciatura - Titulares de diploma de vias profissionalizantes (dupla certificação),13.15,2000,21,2018,14,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Loures,10.10,12.º ano de escolaridade,9º ano de esco(antigo 5º ano liceal/ensino técni.),Pessoal de apoio direto a clientes,Trabalhadores qualificados em eletricidade e em eletrónica,Trabalha por conta de outrém,Trabalha por conta de outrém,Trabalha por conta de outrém,Outra situação,3,30,10%,11.00,Não,Não,Não renovou
20210017,Portuguesa,1,F,Normal,9853,Educação Básica,140 – Formação de Professores/Formadores e Ciências da Educação,99.50%,202122,N - Licenciatura - Titulares de diploma de vias profissionalizantes (dupla certificação),14.07,2002,19,2020,14,12.º ano de escolaridade,Diurno (horário não vinculativo),Não,Cascais,35.30,Curso Especialização Tecnológica,9º ano de esco(antigo 5º ano liceal/ensino técni.),Não Responde,Não Responde,Trabalha por conta própria - (como empregador),Trabalha por conta de outrém,"Aluno, estudante",Desconhecido/não sabe,47,60,78%,13.02,Não,Não,renovou no ano seguinte
20210003,Portuguesa,1,F,Normal,9853,Educação Básica,140 – Formação de Professores/Formadores e Ciências da Educação,99.50%,202122,N - Licenciatura - Titulares de diploma de vias profissionalizantes (dupla certificação),13.48,1998,23,2019,14,12.º ano de escolaridade,Diurno (horário não vinculativo),Não,Odivelas,7.40,4.º ano de escolaridade (antiga 4.ª classe),Outra,Desconhecido/não sabe,Desconhecido/não sabe,Desconhecida /Não Tem,Desconhecida /Não Tem,Trabalha por conta de outrém,Trabalhadores dos cuidados pessoais e similares,25,60,42%,11.84,Não,Não,renovou no ano seguinte
20210020,Portuguesa,1,F,Trabalhador Estudante,9853,Educação Básica,140 – Formação de Professores/Formadores e Ciências da Educação,99.50%,202122,H - Licenciatura - Acesso para maiores de 23,12.42,1994,27,2012,12,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Vila Franca de Xira,34.40,11.º ano de escolaridade,4.º ano de escolaridade (antiga 4.ª classe),Outra situação,Outra situação,Trabalha por conta de outrém,Trabalha por conta de outrém,Trabalha por conta de outrém,Pessoal de apoio directo a clientes,53,60,88%,12.53,Não,Não,renovou no ano seguinte
20210024,Portuguesa,1,F,Trabalhador Estudante,9853,Educação Básica,140 – Formação de Professores/Formadores e Ciências da Educação,99.50%,202122,H - Licenciatura - Acesso para maiores de 23,15.96,1990,31,2008,14,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Almada,16.50,4.º ano de escolaridade (antiga 4.ª classe),Desconhecido,Outra situação,Não disponível,Desconhecida /Não Tem,Desconhecida /Não Tem,Trabalha por conta de outrém,Trabalhadores dos cuidados pessoais e similares,60,60,100%,13.58,Não,Não,renovou no ano seguinte
20210029,Portuguesa,1,F,Trabalhador Estudante,9853,Educação Básica,140 – Formação de Professores/Formadores e Ciências da Educação,99.50%,202122,H - Licenciatura - Acesso para maiores de 23,15.53,1993,28,2012,17,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Mafra,35.00,6º ano de escol.(antigo 2ºano lic./ciclo prepara.),4.º ano de escolaridade (antiga 4.ª classe),Trabalhadores de limpeza,"Trabalhadores não qualificados da indústria extrativa, construção, indústria transformadora e transportes",Desempregado/a,Trabalha por conta de outrém,Trabalha por conta de outrém,Técnicos e Profissionais de Nível Intermédio,60,60,100%,14.97,Não,Não,renovou no ano seguinte
20210019,Portuguesa,1,F,Trabalhador Estudante,9853,Educação Básica,140 – Formação de Professores/Formadores e Ciências da Educação,99.50%,202122,H - Licenciatura - Acesso para maiores de 23,17.90,1979,42,2005,13,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),sim,Lisboa,0.00,4.º ano de escolaridade (antiga 4.ª classe),4.º ano de escolaridade (antiga 4.ª classe),Não disponível,Não disponível,Reformado/a,Reformado/a,Trabalha por conta de outrém,Técnicos e Profissionais de Nível Intermédio,60,60,100%,16.23,Não,Não,renovou no ano seguinte
20210054,Portuguesa,1,F,Normal,9853,Educação Básica,140 – Formação de Professores/Formadores e Ciências da Educação,99.50%,202122,H - Licenciatura - Acesso para maiores de 23,12.88,1989,32,2016,NA,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),sim,Lisboa,0.00,4.º ano de escolaridade (antiga 4.ª classe),9º ano de esco(antigo 5º ano liceal/ensino técni.),Outra situação,Condutores de veículos e operadores de equipamentos móveis,Domestica/o,Trabalha por conta de outrém,Trabalha por conta de outrém,Trabalhadores dos cuidados pessoais e similares,38,60,63%,12.84,Não,Não,renovou no ano seguinte
20210030,Portuguesa,1,F,Normal,9853,Educação Básica,140 – Formação de Professores/Formadores e Ciências da Educação,99.50%,202122,M - Licenciatura - Titulares de Outros Cursos Superiores (Bach./Lic./Mest./Dout.),13.00,1996,25,2018,13,Licenciatura 1.º Ciclo,Diurno (horário não vinculativo),Não,Oeiras,21.30,Doutoramento,Mestrado,Não Responde,Não Responde,Trabalha por conta própria - independente (sem empregados),Reformado/a,"Aluno, estudante",Desconhecido/não sabe,60,60,100%,14.42,Não,Não,renovou no ano seguinte
20210071,Portuguesa,1,F,Normal,9853,Educação Básica,140 – Formação de Professores/Formadores e Ciências da Educação,99.50%,202122,M - Licenciatura - Titulares de Outros Cursos Superiores (Bach./Lic./Mest./Dout.),14.00,1999,22,2020,14,Licenciatura 1.º Ciclo,Diurno (horário não vinculativo),Não,Almada,16.50,Licenciatura,Licenciatura 1.º Ciclo,Outra situação,Outra situação,Trabalha por conta de outrém,Trabalha por conta de outrém,"Aluno, estudante",Outra situação,60,60,100%,14.32,Não,Não,renovou no ano seguinte
20210079,Portuguesa,1,F,Trabalhador Estudante,9853,Educação Básica,140 – Formação de Professores/Formadores e Ciências da Educação,99.50%,202122,M - Licenciatura - Titulares de Outros Cursos Superiores (Bach./Lic./Mest./Dout.),14.00,1995,26,2016,14,Licenciatura 1.º Ciclo,Diurno (horário não vinculativo),Não,Sintra,32.10,Licenciatura,9º ano de esco(antigo 5º ano liceal/ensino técni.),Não Responde,Não Responde,Trabalha por conta de outrém,Reformado/a,Trabalha por conta de outrém,Professores,60,60,100%,14.93,Não,Não,renovou no ano seguinte
20210130,Portuguesa,1,F,Trabalhador Estudante,9853,Educação Básica,140 – Formação de Professores/Formadores e Ciências da Educação,99.50%,202122,H - Licenciatura - Acesso para maiores de 23,15.10,1997,24,2017,15,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Cascais,35.30,9º ano de esco(antigo 5º ano liceal/ensino técni.),6º ano de escol.(antigo 2ºano lic./ciclo prepara.),Não Responde,Não Responde,Trabalha por conta de outrém,Trabalha por conta de outrém,Trabalha por conta de outrém,Trabalhadores dos cuidados pessoais e similares,60,60,100%,14.77,Não,Não,renovou no ano seguinte
20210125,Portuguesa,1,F,Trabalhador Estudante,9853,Educação Básica,140 – Formação de Professores/Formadores e Ciências da Educação,99.50%,202122,K - Licenciatura - Titulares de diploma de curso técnico superior profissional - CTeSP de outro estabelecimento,13.00,2000,21,2020,13,Titulares de diploma de CTeSP,Diurno (horário não vinculativo),Não,Cascais,35.30,Ensino médio,Ensino médio,Não Responde,Não Responde,Trabalha por conta própria - independente (sem empregados),Trabalha por conta de outrém,Trabalha por conta de outrém,Pessoal de apoio directo a clientes,44,60,73%,12.93,Não,Não,renovou no ano seguinte
20210162,Portuguesa,1,F,Normal,9853,Educação Básica,140 – Formação de Professores/Formadores e Ciências da Educação,99.50%,202122,N - Licenciatura - Titulares de diploma de vias profissionalizantes (dupla certificação),15.64,1996,25,2014,16,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Sintra,32.10,4.º ano de escolaridade (antiga 4.ª classe),4.º ano de escolaridade (antiga 4.ª classe),Não Responde,Não Responde,Reformado/a,Reformado/a,Trabalha por conta de outrém,Trabalhadores dos cuidados pessoais e similares,60,60,100%,13.58,Não,Não,renovou no ano seguinte
